Full_Date,all_beeps,Trait,Facet,value
2019-09-25 6:00,12,agreeableness,Compassion,NA
2019-09-25 6:00,12,agreeableness,Respectfulness,NA
2019-09-25 6:00,12,agreeableness,Trust,NA
2019-09-25 6:00,12,conscientiousness,Organization,NA
2019-09-25 6:00,12,conscientiousness,Productiveness,NA
2019-09-25 6:00,12,conscientiousness,Responsibility,NA
2019-09-25 6:00,12,extraversion,Assertiveness,NA
2019-09-25 6:00,12,extraversion,Energy.Level,NA
2019-09-25 6:00,12,extraversion,Sociability,NA
2019-09-25 6:00,12,neuroticism,Anxiety,NA
2019-09-25 6:00,12,neuroticism,Depression,NA
2019-09-25 6:00,12,neuroticism,Emotional.Volatility,NA
2019-09-25 6:00,12,openness,Aesthetic.Sensitivity,NA
2019-09-25 6:00,12,openness,Creative.Imagination,NA
2019-09-25 6:00,12,openness,Intellectual.Curiosity,NA
2019-09-25 10:00,13,agreeableness,Compassion,NA
2019-09-25 10:00,13,agreeableness,Respectfulness,NA
2019-09-25 10:00,13,agreeableness,Trust,NA
2019-09-25 10:00,13,conscientiousness,Organization,NA
2019-09-25 10:00,13,conscientiousness,Productiveness,NA
2019-09-25 10:00,13,conscientiousness,Responsibility,NA
2019-09-25 10:00,13,extraversion,Assertiveness,NA
2019-09-25 10:00,13,extraversion,Energy.Level,NA
2019-09-25 10:00,13,extraversion,Sociability,NA
2019-09-25 10:00,13,neuroticism,Anxiety,NA
2019-09-25 10:00,13,neuroticism,Depression,NA
2019-09-25 10:00,13,neuroticism,Emotional.Volatility,NA
2019-09-25 10:00,13,openness,Aesthetic.Sensitivity,NA
2019-09-25 10:00,13,openness,Creative.Imagination,NA
2019-09-25 10:00,13,openness,Intellectual.Curiosity,NA
2019-09-25 14:00,14,agreeableness,Compassion,NA
2019-09-25 14:00,14,agreeableness,Respectfulness,NA
2019-09-25 14:00,14,agreeableness,Trust,NA
2019-09-25 14:00,14,conscientiousness,Organization,NA
2019-09-25 14:00,14,conscientiousness,Productiveness,NA
2019-09-25 14:00,14,conscientiousness,Responsibility,NA
2019-09-25 14:00,14,extraversion,Assertiveness,NA
2019-09-25 14:00,14,extraversion,Energy.Level,NA
2019-09-25 14:00,14,extraversion,Sociability,NA
2019-09-25 14:00,14,neuroticism,Anxiety,NA
2019-09-25 14:00,14,neuroticism,Depression,NA
2019-09-25 14:00,14,neuroticism,Emotional.Volatility,NA
2019-09-25 14:00,14,openness,Aesthetic.Sensitivity,NA
2019-09-25 14:00,14,openness,Creative.Imagination,NA
2019-09-25 14:00,14,openness,Intellectual.Curiosity,NA
2019-09-25 18:00,15,agreeableness,Compassion,NA
2019-09-25 18:00,15,agreeableness,Respectfulness,NA
2019-09-25 18:00,15,agreeableness,Trust,NA
2019-09-25 18:00,15,conscientiousness,Organization,NA
2019-09-25 18:00,15,conscientiousness,Productiveness,NA
2019-09-25 18:00,15,conscientiousness,Responsibility,NA
2019-09-25 18:00,15,extraversion,Assertiveness,NA
2019-09-25 18:00,15,extraversion,Energy.Level,NA
2019-09-25 18:00,15,extraversion,Sociability,NA
2019-09-25 18:00,15,neuroticism,Anxiety,NA
2019-09-25 18:00,15,neuroticism,Depression,NA
2019-09-25 18:00,15,neuroticism,Emotional.Volatility,NA
2019-09-25 18:00,15,openness,Aesthetic.Sensitivity,NA
2019-09-25 18:00,15,openness,Creative.Imagination,NA
2019-09-25 18:00,15,openness,Intellectual.Curiosity,NA
2019-09-25 22:00,16,agreeableness,Compassion,NA
2019-09-25 22:00,16,agreeableness,Respectfulness,NA
2019-09-25 22:00,16,agreeableness,Trust,NA
2019-09-25 22:00,16,conscientiousness,Organization,NA
2019-09-25 22:00,16,conscientiousness,Productiveness,NA
2019-09-25 22:00,16,conscientiousness,Responsibility,NA
2019-09-25 22:00,16,extraversion,Assertiveness,NA
2019-09-25 22:00,16,extraversion,Energy.Level,NA
2019-09-25 22:00,16,extraversion,Sociability,NA
2019-09-25 22:00,16,neuroticism,Anxiety,NA
2019-09-25 22:00,16,neuroticism,Depression,NA
2019-09-25 22:00,16,neuroticism,Emotional.Volatility,NA
2019-09-25 22:00,16,openness,Aesthetic.Sensitivity,NA
2019-09-25 22:00,16,openness,Creative.Imagination,NA
2019-09-25 22:00,16,openness,Intellectual.Curiosity,NA
2019-09-26 2:00,17,agreeableness,Compassion,NA
2019-09-26 2:00,17,agreeableness,Respectfulness,NA
2019-09-26 2:00,17,agreeableness,Trust,NA
2019-09-26 2:00,17,conscientiousness,Organization,NA
2019-09-26 2:00,17,conscientiousness,Productiveness,NA
2019-09-26 2:00,17,conscientiousness,Responsibility,NA
2019-09-26 2:00,17,extraversion,Assertiveness,NA
2019-09-26 2:00,17,extraversion,Energy.Level,NA
2019-09-26 2:00,17,extraversion,Sociability,NA
2019-09-26 2:00,17,neuroticism,Anxiety,NA
2019-09-26 2:00,17,neuroticism,Depression,NA
2019-09-26 2:00,17,neuroticism,Emotional.Volatility,NA
2019-09-26 2:00,17,openness,Aesthetic.Sensitivity,NA
2019-09-26 2:00,17,openness,Creative.Imagination,NA
2019-09-26 2:00,17,openness,Intellectual.Curiosity,NA
2019-09-26 6:00,18,agreeableness,Compassion,NA
2019-09-26 6:00,18,agreeableness,Respectfulness,NA
2019-09-26 6:00,18,agreeableness,Trust,NA
2019-09-26 6:00,18,conscientiousness,Organization,NA
2019-09-26 6:00,18,conscientiousness,Productiveness,NA
2019-09-26 6:00,18,conscientiousness,Responsibility,NA
2019-09-26 6:00,18,extraversion,Assertiveness,NA
2019-09-26 6:00,18,extraversion,Energy.Level,NA
2019-09-26 6:00,18,extraversion,Sociability,NA
2019-09-26 6:00,18,neuroticism,Anxiety,NA
2019-09-26 6:00,18,neuroticism,Depression,NA
2019-09-26 6:00,18,neuroticism,Emotional.Volatility,NA
2019-09-26 6:00,18,openness,Aesthetic.Sensitivity,NA
2019-09-26 6:00,18,openness,Creative.Imagination,NA
2019-09-26 6:00,18,openness,Intellectual.Curiosity,NA
2019-09-26 10:00,19,agreeableness,Compassion,NA
2019-09-26 10:00,19,agreeableness,Respectfulness,NA
2019-09-26 10:00,19,agreeableness,Trust,NA
2019-09-26 10:00,19,conscientiousness,Organization,NA
2019-09-26 10:00,19,conscientiousness,Productiveness,NA
2019-09-26 10:00,19,conscientiousness,Responsibility,NA
2019-09-26 10:00,19,extraversion,Assertiveness,NA
2019-09-26 10:00,19,extraversion,Energy.Level,NA
2019-09-26 10:00,19,extraversion,Sociability,NA
2019-09-26 10:00,19,neuroticism,Anxiety,NA
2019-09-26 10:00,19,neuroticism,Depression,NA
2019-09-26 10:00,19,neuroticism,Emotional.Volatility,NA
2019-09-26 10:00,19,openness,Aesthetic.Sensitivity,NA
2019-09-26 10:00,19,openness,Creative.Imagination,NA
2019-09-26 10:00,19,openness,Intellectual.Curiosity,NA
2019-09-26 14:00,20,agreeableness,Compassion,NA
2019-09-26 14:00,20,agreeableness,Respectfulness,NA
2019-09-26 14:00,20,agreeableness,Trust,NA
2019-09-26 14:00,20,conscientiousness,Organization,NA
2019-09-26 14:00,20,conscientiousness,Productiveness,NA
2019-09-26 14:00,20,conscientiousness,Responsibility,NA
2019-09-26 14:00,20,extraversion,Assertiveness,NA
2019-09-26 14:00,20,extraversion,Energy.Level,NA
2019-09-26 14:00,20,extraversion,Sociability,NA
2019-09-26 14:00,20,neuroticism,Anxiety,NA
2019-09-26 14:00,20,neuroticism,Depression,NA
2019-09-26 14:00,20,neuroticism,Emotional.Volatility,NA
2019-09-26 14:00,20,openness,Aesthetic.Sensitivity,NA
2019-09-26 14:00,20,openness,Creative.Imagination,NA
2019-09-26 14:00,20,openness,Intellectual.Curiosity,NA
2019-09-26 18:01,21,agreeableness,Compassion,6.010360570130317
2019-09-26 18:01,21,agreeableness,Respectfulness,4
2019-09-26 18:01,21,agreeableness,Trust,3.1781672229786597
2019-09-26 18:01,21,conscientiousness,Organization,5
2019-09-26 18:01,21,conscientiousness,Productiveness,4.348412815657188
2019-09-26 18:01,21,conscientiousness,Responsibility,4.042449234070999
2019-09-26 18:01,21,extraversion,Assertiveness,4
2019-09-26 18:01,21,extraversion,Energy.Level,5.501439310164871
2019-09-26 18:01,21,extraversion,Sociability,4
2019-09-26 18:01,21,neuroticism,Anxiety,3
2019-09-26 18:01,21,neuroticism,Depression,1
2019-09-26 18:01,21,neuroticism,Emotional.Volatility,2.664377963115484
2019-09-26 18:01,21,openness,Aesthetic.Sensitivity,3
2019-09-26 18:01,21,openness,Creative.Imagination,4
2019-09-26 18:01,21,openness,Intellectual.Curiosity,3.293367528999525
2019-09-26 22:00,22,agreeableness,Compassion,NA
2019-09-26 22:00,22,agreeableness,Respectfulness,NA
2019-09-26 22:00,22,agreeableness,Trust,NA
2019-09-26 22:00,22,conscientiousness,Organization,NA
2019-09-26 22:00,22,conscientiousness,Productiveness,NA
2019-09-26 22:00,22,conscientiousness,Responsibility,NA
2019-09-26 22:00,22,extraversion,Assertiveness,NA
2019-09-26 22:00,22,extraversion,Energy.Level,NA
2019-09-26 22:00,22,extraversion,Sociability,NA
2019-09-26 22:00,22,neuroticism,Anxiety,NA
2019-09-26 22:00,22,neuroticism,Depression,NA
2019-09-26 22:00,22,neuroticism,Emotional.Volatility,NA
2019-09-26 22:00,22,openness,Aesthetic.Sensitivity,NA
2019-09-26 22:00,22,openness,Creative.Imagination,NA
2019-09-26 22:00,22,openness,Intellectual.Curiosity,NA
2019-09-27 2:00,23,agreeableness,Compassion,NA
2019-09-27 2:00,23,agreeableness,Respectfulness,NA
2019-09-27 2:00,23,agreeableness,Trust,NA
2019-09-27 2:00,23,conscientiousness,Organization,NA
2019-09-27 2:00,23,conscientiousness,Productiveness,NA
2019-09-27 2:00,23,conscientiousness,Responsibility,NA
2019-09-27 2:00,23,extraversion,Assertiveness,NA
2019-09-27 2:00,23,extraversion,Energy.Level,NA
2019-09-27 2:00,23,extraversion,Sociability,NA
2019-09-27 2:00,23,neuroticism,Anxiety,NA
2019-09-27 2:00,23,neuroticism,Depression,NA
2019-09-27 2:00,23,neuroticism,Emotional.Volatility,NA
2019-09-27 2:00,23,openness,Aesthetic.Sensitivity,NA
2019-09-27 2:00,23,openness,Creative.Imagination,NA
2019-09-27 2:00,23,openness,Intellectual.Curiosity,NA
2019-09-27 6:00,24,agreeableness,Compassion,NA
2019-09-27 6:00,24,agreeableness,Respectfulness,NA
2019-09-27 6:00,24,agreeableness,Trust,NA
2019-09-27 6:00,24,conscientiousness,Organization,NA
2019-09-27 6:00,24,conscientiousness,Productiveness,NA
2019-09-27 6:00,24,conscientiousness,Responsibility,NA
2019-09-27 6:00,24,extraversion,Assertiveness,NA
2019-09-27 6:00,24,extraversion,Energy.Level,NA
2019-09-27 6:00,24,extraversion,Sociability,NA
2019-09-27 6:00,24,neuroticism,Anxiety,NA
2019-09-27 6:00,24,neuroticism,Depression,NA
2019-09-27 6:00,24,neuroticism,Emotional.Volatility,NA
2019-09-27 6:00,24,openness,Aesthetic.Sensitivity,NA
2019-09-27 6:00,24,openness,Creative.Imagination,NA
2019-09-27 6:00,24,openness,Intellectual.Curiosity,NA
2019-09-27 10:00,25,agreeableness,Compassion,NA
2019-09-27 10:00,25,agreeableness,Respectfulness,NA
2019-09-27 10:00,25,agreeableness,Trust,NA
2019-09-27 10:00,25,conscientiousness,Organization,NA
2019-09-27 10:00,25,conscientiousness,Productiveness,NA
2019-09-27 10:00,25,conscientiousness,Responsibility,NA
2019-09-27 10:00,25,extraversion,Assertiveness,NA
2019-09-27 10:00,25,extraversion,Energy.Level,NA
2019-09-27 10:00,25,extraversion,Sociability,NA
2019-09-27 10:00,25,neuroticism,Anxiety,NA
2019-09-27 10:00,25,neuroticism,Depression,NA
2019-09-27 10:00,25,neuroticism,Emotional.Volatility,NA
2019-09-27 10:00,25,openness,Aesthetic.Sensitivity,NA
2019-09-27 10:00,25,openness,Creative.Imagination,NA
2019-09-27 10:00,25,openness,Intellectual.Curiosity,NA
2019-09-27 14:00,26,agreeableness,Compassion,NA
2019-09-27 14:00,26,agreeableness,Respectfulness,NA
2019-09-27 14:00,26,agreeableness,Trust,NA
2019-09-27 14:00,26,conscientiousness,Organization,NA
2019-09-27 14:00,26,conscientiousness,Productiveness,NA
2019-09-27 14:00,26,conscientiousness,Responsibility,NA
2019-09-27 14:00,26,extraversion,Assertiveness,NA
2019-09-27 14:00,26,extraversion,Energy.Level,NA
2019-09-27 14:00,26,extraversion,Sociability,NA
2019-09-27 14:00,26,neuroticism,Anxiety,NA
2019-09-27 14:00,26,neuroticism,Depression,NA
2019-09-27 14:00,26,neuroticism,Emotional.Volatility,NA
2019-09-27 14:00,26,openness,Aesthetic.Sensitivity,NA
2019-09-27 14:00,26,openness,Creative.Imagination,NA
2019-09-27 14:00,26,openness,Intellectual.Curiosity,NA
2019-09-27 18:00,27,agreeableness,Compassion,NA
2019-09-27 18:00,27,agreeableness,Respectfulness,NA
2019-09-27 18:00,27,agreeableness,Trust,NA
2019-09-27 18:00,27,conscientiousness,Organization,NA
2019-09-27 18:00,27,conscientiousness,Productiveness,NA
2019-09-27 18:00,27,conscientiousness,Responsibility,NA
2019-09-27 18:00,27,extraversion,Assertiveness,NA
2019-09-27 18:00,27,extraversion,Energy.Level,NA
2019-09-27 18:00,27,extraversion,Sociability,NA
2019-09-27 18:00,27,neuroticism,Anxiety,NA
2019-09-27 18:00,27,neuroticism,Depression,NA
2019-09-27 18:00,27,neuroticism,Emotional.Volatility,NA
2019-09-27 18:00,27,openness,Aesthetic.Sensitivity,NA
2019-09-27 18:00,27,openness,Creative.Imagination,NA
2019-09-27 18:00,27,openness,Intellectual.Curiosity,NA
2019-09-27 22:00,28,agreeableness,Compassion,NA
2019-09-27 22:00,28,agreeableness,Respectfulness,NA
2019-09-27 22:00,28,agreeableness,Trust,NA
2019-09-27 22:00,28,conscientiousness,Organization,NA
2019-09-27 22:00,28,conscientiousness,Productiveness,NA
2019-09-27 22:00,28,conscientiousness,Responsibility,NA
2019-09-27 22:00,28,extraversion,Assertiveness,NA
2019-09-27 22:00,28,extraversion,Energy.Level,NA
2019-09-27 22:00,28,extraversion,Sociability,NA
2019-09-27 22:00,28,neuroticism,Anxiety,NA
2019-09-27 22:00,28,neuroticism,Depression,NA
2019-09-27 22:00,28,neuroticism,Emotional.Volatility,NA
2019-09-27 22:00,28,openness,Aesthetic.Sensitivity,NA
2019-09-27 22:00,28,openness,Creative.Imagination,NA
2019-09-27 22:00,28,openness,Intellectual.Curiosity,NA
2019-09-28 2:00,29,agreeableness,Compassion,NA
2019-09-28 2:00,29,agreeableness,Respectfulness,NA
2019-09-28 2:00,29,agreeableness,Trust,NA
2019-09-28 2:00,29,conscientiousness,Organization,NA
2019-09-28 2:00,29,conscientiousness,Productiveness,NA
2019-09-28 2:00,29,conscientiousness,Responsibility,NA
2019-09-28 2:00,29,extraversion,Assertiveness,NA
2019-09-28 2:00,29,extraversion,Energy.Level,NA
2019-09-28 2:00,29,extraversion,Sociability,NA
2019-09-28 2:00,29,neuroticism,Anxiety,NA
2019-09-28 2:00,29,neuroticism,Depression,NA
2019-09-28 2:00,29,neuroticism,Emotional.Volatility,NA
2019-09-28 2:00,29,openness,Aesthetic.Sensitivity,NA
2019-09-28 2:00,29,openness,Creative.Imagination,NA
2019-09-28 2:00,29,openness,Intellectual.Curiosity,NA
2019-09-28 6:00,30,agreeableness,Compassion,NA
2019-09-28 6:00,30,agreeableness,Respectfulness,NA
2019-09-28 6:00,30,agreeableness,Trust,NA
2019-09-28 6:00,30,conscientiousness,Organization,NA
2019-09-28 6:00,30,conscientiousness,Productiveness,NA
2019-09-28 6:00,30,conscientiousness,Responsibility,NA
2019-09-28 6:00,30,extraversion,Assertiveness,NA
2019-09-28 6:00,30,extraversion,Energy.Level,NA
2019-09-28 6:00,30,extraversion,Sociability,NA
2019-09-28 6:00,30,neuroticism,Anxiety,NA
2019-09-28 6:00,30,neuroticism,Depression,NA
2019-09-28 6:00,30,neuroticism,Emotional.Volatility,NA
2019-09-28 6:00,30,openness,Aesthetic.Sensitivity,NA
2019-09-28 6:00,30,openness,Creative.Imagination,NA
2019-09-28 6:00,30,openness,Intellectual.Curiosity,NA
2019-09-28 10:00,31,agreeableness,Compassion,NA
2019-09-28 10:00,31,agreeableness,Respectfulness,NA
2019-09-28 10:00,31,agreeableness,Trust,NA
2019-09-28 10:00,31,conscientiousness,Organization,NA
2019-09-28 10:00,31,conscientiousness,Productiveness,NA
2019-09-28 10:00,31,conscientiousness,Responsibility,NA
2019-09-28 10:00,31,extraversion,Assertiveness,NA
2019-09-28 10:00,31,extraversion,Energy.Level,NA
2019-09-28 10:00,31,extraversion,Sociability,NA
2019-09-28 10:00,31,neuroticism,Anxiety,NA
2019-09-28 10:00,31,neuroticism,Depression,NA
2019-09-28 10:00,31,neuroticism,Emotional.Volatility,NA
2019-09-28 10:00,31,openness,Aesthetic.Sensitivity,NA
2019-09-28 10:00,31,openness,Creative.Imagination,NA
2019-09-28 10:00,31,openness,Intellectual.Curiosity,NA
2019-09-28 14:00,32,agreeableness,Compassion,NA
2019-09-28 14:00,32,agreeableness,Respectfulness,NA
2019-09-28 14:00,32,agreeableness,Trust,NA
2019-09-28 14:00,32,conscientiousness,Organization,NA
2019-09-28 14:00,32,conscientiousness,Productiveness,NA
2019-09-28 14:00,32,conscientiousness,Responsibility,NA
2019-09-28 14:00,32,extraversion,Assertiveness,NA
2019-09-28 14:00,32,extraversion,Energy.Level,NA
2019-09-28 14:00,32,extraversion,Sociability,NA
2019-09-28 14:00,32,neuroticism,Anxiety,NA
2019-09-28 14:00,32,neuroticism,Depression,NA
2019-09-28 14:00,32,neuroticism,Emotional.Volatility,NA
2019-09-28 14:00,32,openness,Aesthetic.Sensitivity,NA
2019-09-28 14:00,32,openness,Creative.Imagination,NA
2019-09-28 14:00,32,openness,Intellectual.Curiosity,NA
2019-09-28 18:00,33,agreeableness,Compassion,NA
2019-09-28 18:00,33,agreeableness,Respectfulness,NA
2019-09-28 18:00,33,agreeableness,Trust,NA
2019-09-28 18:00,33,conscientiousness,Organization,NA
2019-09-28 18:00,33,conscientiousness,Productiveness,NA
2019-09-28 18:00,33,conscientiousness,Responsibility,NA
2019-09-28 18:00,33,extraversion,Assertiveness,NA
2019-09-28 18:00,33,extraversion,Energy.Level,NA
